Date,Region,Person,Product,Category,Quantity,UnitPrice,TotalSales,DayOfWeek,Month,Quarter
2025-07-29,中部,中村愛,製品B,単発,1,67701,67701,Tuesday,7,3
2025-07-29,九州,中村愛,サービスX,保守,4,143489,573956,Tuesday,7,3
2025-07-29,中部,渡辺さくら,サービスY,保守,4,131052,524208,Tuesday,7,3
2025-07-29,近畿,高橋美咲,製品D,単発,5,80389,401945,Tuesday,7,3
2025-07-29,関東,山本大輔,製品C,サブスク,2,15492,30984,Tuesday,7,3
2025-07-29,関東,田中太郎,製品B,単発,1,63423,63423,Tuesday,7,3
2025-07-29,関東,佐藤花子,製品C,サブスク,3,32432,97296,Tuesday,7,3
2025-07-29,近畿,中村愛,サービスX,保守,1,133256,133256,Tuesday,7,3
2025-07-29,中部,伊藤健太,製品D,単発,4,68812,275248,Tuesday,7,3
2025-07-29,東北,田中太郎,サービスX,保守,1,158726,158726,Tuesday,7,3
2025-07-29,関東,中村愛,サービスX,保守,1,125129,125129,Tuesday,7,3
2025-07-29,北海道,鈴木一郎,製品A,サブスク,2,31849,63698,Tuesday,7,3
2025-07-29,中部,鈴木一郎,サービスY,保守,5,85183,425915,Tuesday,7,3
2025-07-29,中部,田中太郎,製品A,サブスク,2,35165,70330,Tuesday,7,3
2025-07-29,近畿,佐藤花子,製品A,サブスク,5,49695,248475,Tuesday,7,3
2025-07-29,関東,山本大輔,製品E,追加オプション,4,19657,78628,Tuesday,7,3
2025-07-29,関東,中村愛,製品B,単発,2,55790,111580,Tuesday,7,3
2025-07-29,関東,山本大輔,製品D,単発,3,52909,158727,Tuesday,7,3
2025-07-29,四国,山本大輔,製品A,サブスク,3,32850,98550,Tuesday,7,3
2025-07-29,北海道,中村愛,サービスY,保守,2,124240,248480,Tuesday,7,3
2025-07-29,関東,伊藤健太,製品B,単発,5,47912,239560,Tuesday,7,3
2025-07-30,中部,高橋美咲,製品B,単発,2,59452,118904,Wednesday,7,3
2025-07-30,近畿,中村愛,サービスY,保守,1,101108,101108,Wednesday,7,3
2025-07-30,関東,中村愛,製品C,サブスク,2,26133,52266,Wednesday,7,3
2025-07-30,関東,渡辺さくら,サービスY,保守,1,143035,143035,Wednesday,7,3
2025-07-30,関東,鈴木一郎,サービスY,保守,2,79213,158426,Wednesday,7,3
2025-07-30,東北,高橋美咲,製品D,単発,5,85316,426580,Wednesday,7,3
2025-07-30,関東,伊藤健太,製品E,追加オプション,1,13392,13392,Wednesday,7,3
2025-07-30,関東,渡辺さくら,製品D,単発,3,82346,247038,Wednesday,7,3
2025-07-30,中部,山本大輔,製品E,追加オプション,1,22691,22691,Wednesday,7,3
2025-07-30,関東,渡辺さくら,製品B,単発,5,70036,350180,Wednesday,7,3
2025-07-30,関東,中村愛,製品D,単発,1,56416,56416,Wednesday,7,3
2025-07-30,近畿,伊藤健太,サービスY,保守,5,108596,542980,Wednesday,7,3
2025-07-30,北海道,鈴木一郎,製品B,単発,2,55886,111772,Wednesday,7,3
2025-07-30,近畿,高橋美咲,サービスX,保守,5,146517,732585,Wednesday,7,3
2025-07-30,中国,高橋美咲,製品E,追加オプション,1,22702,22702,Wednesday,7,3
2025-07-30,東北,佐藤花子,製品B,単発,3,54712,164136,Wednesday,7,3
2025-07-30,中部,鈴木一郎,製品C,サブスク,4,30112,120448,Wednesday,7,3
2025-07-30,関東,渡辺さくら,製品E,追加オプション,2,27532,55064,Wednesday,7,3
2025-07-30,中部,田中太郎,製品B,単発,3,74344,223032,Wednesday,7,3
2025-07-30,中部,伊藤健太,サービスY,保守,3,103786,311358,Wednesday,7,3
2025-07-30,中部,田中太郎,サービスX,保守,2,135289,270578,Wednesday,7,3
2025-07-30,近畿,山本大輔,製品C,サブスク,5,21801,109005,Wednesday,7,3
2025-07-30,近畿,鈴木一郎,サービスY,保守,1,131019,131019,Wednesday,7,3
2025-07-30,関東,山本大輔,製品A,サブスク,3,30989,92967,Wednesday,7,3
2025-07-30,近畿,山本大輔,製品D,単発,2,48043,96086,Wednesday,7,3
2025-07-30,九州,中村愛,製品C,サブスク,2,26085,52170,Wednesday,7,3
2025-07-30,関東,中村愛,サービスX,保守,2,168212,336424,Wednesday,7,3
2025-07-30,東北,渡辺さくら,製品D,単発,1,90480,90480,Wednesday,7,3
2025-07-30,東北,佐藤花子,サービスY,保守,2,104852,209704,Wednesday,7,3
2025-07-30,関東,佐藤花子,製品C,サブスク,2,24577,49154,Wednesday,7,3
2025-07-30,中部,佐藤花子,サービスY,保守,1,126030,126030,Wednesday,7,3
2025-07-30,関東,鈴木一郎,製品D,単発,3,55526,166578,Wednesday,7,3
2025-07-30,近畿,渡辺さくら,製品A,サブスク,5,39344,196720,Wednesday,7,3
2025-07-30,近畿,伊藤健太,製品A,サブスク,1,29807,29807,Wednesday,7,3
2025-07-30,九州,高橋美咲,サービスY,保守,3,118487,355461,Wednesday,7,3
2025-07-30,中部,高橋美咲,サービスX,保守,1,148624,148624,Wednesday,7,3
2025-07-30,近畿,高橋美咲,製品C,サブスク,5,25993,129965,Wednesday,7,3
2025-07-30,関東,鈴木一郎,製品C,サブスク,5,27460,137300,Wednesday,7,3
2025-07-31,近畿,伊藤健太,製品A,サブスク,5,32619,163095,Thursday,7,3
2025-07-31,四国,高橋美咲,製品A,サブスク,3,38641,115923,Thursday,7,3
2025-07-31,中部,佐藤花子,製品D,単発,3,101856,305568,Thursday,7,3
2025-07-31,関東,伊藤健太,製品A,サブスク,2,25550,51100,Thursday,7,3
2025-07-31,関東,渡辺さくら,サービスY,保守,4,132524,530096,Thursday,7,3
2025-07-31,四国,渡辺さくら,製品C,サブスク,1,25077,25077,Thursday,7,3
2025-07-31,九州,高橋美咲,サービスX,保守,4,131392,525568,Thursday,7,3
2025-07-31,関東,山本大輔,製品B,単発,4,39469,157876,Thursday,7,3
2025-07-31,四国,高橋美咲,サービスX,保守,4,107397,429588,Thursday,7,3
2025-07-31,北海道,佐藤花子,製品E,追加オプション,3,26188,78564,Thursday,7,3
2025-07-31,北海道,山本大輔,サービスX,保守,3,126772,380316,Thursday,7,3
2025-07-31,関東,佐藤花子,サービスX,保守,3,151811,455433,Thursday,7,3
2025-07-31,九州,山本大輔,サービスY,保守,3,93796,281388,Thursday,7,3
2025-07-31,近畿,田中太郎,製品B,単発,5,90883,454415,Thursday,7,3
2025-07-31,関東,中村愛,サービスX,保守,2,117215,234430,Thursday,7,3
2025-07-31,関東,渡辺さくら,製品E,追加オプション,5,17011,85055,Thursday,7,3
2025-07-31,関東,渡辺さくら,製品C,サブスク,1,34833,34833,Thursday,7,3
2025-07-31,関東,佐藤花子,サービスY,保守,2,140766,281532,Thursday,7,3
2025-07-31,関東,伊藤健太,サービスX,保守,1,135208,135208,Thursday,7,3
2025-07-31,中国,田中太郎,製品D,単発,4,87654,350616,Thursday,7,3
2025-07-31,近畿,鈴木一郎,サービスY,保守,1,76811,76811,Thursday,7,3
2025-07-31,九州,高橋美咲,製品B,単発,4,64576,258304,Thursday,7,3
2025-07-31,関東,伊藤健太,サービスY,保守,1,115346,115346,Thursday,7,3
2025-07-31,近畿,渡辺さくら,製品D,単発,5,99152,495760,Thursday,7,3
2025-07-31,中部,渡辺さくら,製品E,追加オプション,3,24766,74298,Thursday,7,3
2025-07-31,北海道,伊藤健太,サービスY,保守,1,80475,80475,Thursday,7,3
2025-07-31,中国,渡辺さくら,製品A,サブスク,4,46259,185036,Thursday,7,3
2025-07-31,近畿,渡辺さくら,サービスY,保守,1,149664,149664,Thursday,7,3
2025-07-31,東北,佐藤花子,サービスX,保守,1,173366,173366,Thursday,7,3
2025-07-31,関東,田中太郎,サービスY,保守,3,169229,507687,Thursday,7,3
2025-07-31,中部,鈴木一郎,製品D,単発,4,67878,271512,Thursday,7,3
2025-08-01,関東,渡辺さくら,製品A,サブスク,2,46526,93052,Friday,8,3
2025-08-01,関東,高橋美咲,製品C,サブスク,2,34591,69182,Friday,8,3
2025-08-01,東北,高橋美咲,サービスX,保守,1,172788,172788,Friday,8,3
2025-08-01,中部,渡辺さくら,製品B,単発,1,82643,82643,Friday,8,3
2025-08-01,中部,伊藤健太,サービスY,保守,1,111163,111163,Friday,8,3
2025-08-01,北海道,高橋美咲,製品E,追加オプション,3,17725,53175,Friday,8,3
2025-08-01,近畿,伊藤健太,製品A,サブスク,3,30959,92877,Friday,8,3
2025-08-01,近畿,佐藤花子,製品C,サブスク,3,27872,83616,Friday,8,3
2025-08-01,東北,高橋美咲,製品B,単発,1,74627,74627,Friday,8,3
2025-08-01,近畿,高橋美咲,製品E,追加オプション,1,23090,23090,Friday,8,3
2025-08-01,関東,高橋美咲,サービスX,保守,1,189973,189973,Friday,8,3
2025-08-01,近畿,中村愛,サービスY,保守,3,106809,320427,Friday,8,3
2025-08-01,北海道,伊藤健太,製品B,単発,4,66197,264788,Friday,8,3
2025-08-01,中部,佐藤花子,製品D,単発,2,88421,176842,Friday,8,3
2025-08-01,近畿,鈴木一郎,製品B,単発,3,65234,195702,Friday,8,3
2025-08-01,中部,田中太郎,製品A,サブスク,1,59234,59234,Friday,8,3
2025-08-01,関東,渡辺さくら,製品D,単発,2,111905,223810,Friday,8,3
2025-08-01,北海道,山本大輔,製品B,単発,2,52577,105154,Friday,8,3
2025-08-01,中部,鈴木一郎,サービスY,保守,1,89103,89103,Friday,8,3
2025-08-01,中部,鈴木一郎,サービスY,保守,4,145815,583260,Friday,8,3
2025-08-01,関東,中村愛,製品A,サブスク,1,43539,43539,Friday,8,3
2025-08-01,近畿,鈴木一郎,製品E,追加オプション,5,17645,88225,Friday,8,3
2025-08-01,中部,山本大輔,製品C,サブスク,3,29752,89256,Friday,8,3
2025-08-01,東北,鈴木一郎,製品D,単発,3,79955,239865,Friday,8,3
2025-08-01,関東,高橋美咲,製品D,単発,5,106537,532685,Friday,8,3
2025-08-01,関東,高橋美咲,製品C,サブスク,5,36053,180265,Friday,8,3
2025-08-01,四国,田中太郎,製品C,サブスク,1,51421,51421,Friday,8,3
2025-08-02,関東,山本大輔,製品B,単発,4,25611,102444,Saturday,8,3
2025-08-02,関東,伊藤健太,製品A,サブスク,3,16588,49764,Saturday,8,3
2025-08-02,関東,佐藤花子,サービスX,保守,1,124535,124535,Saturday,8,3
2025-08-02,中国,伊藤健太,製品A,サブスク,2,21497,42994,Saturday,8,3
2025-08-02,近畿,田中太郎,製品C,サブスク,2,24294,48588,Saturday,8,3
2025-08-02,関東,鈴木一郎,製品D,単発,3,48518,145554,Saturday,8,3
2025-08-02,九州,高橋美咲,サービスX,保守,4,78019,312076,Saturday,8,3
2025-08-02,中国,佐藤花子,製品C,サブスク,1,25300,25300,Saturday,8,3
2025-08-02,近畿,渡辺さくら,製品D,単発,3,39689,119067,Saturday,8,3
2025-08-02,近畿,田中太郎,製品E,追加オプション,4,11316,45264,Saturday,8,3
2025-08-02,関東,鈴木一郎,サービスY,保守,2,78979,157958,Saturday,8,3
2025-08-02,北海道,中村愛,製品A,サブスク,4,27532,110128,Saturday,8,3
2025-08-02,中部,伊藤健太,製品E,追加オプション,5,14375,71875,Saturday,8,3
2025-08-02,関東,佐藤花子,製品E,追加オプション,4,18530,74120,Saturday,8,3
2025-08-02,東北,伊藤健太,製品B,単発,1,36628,36628,Saturday,8,3
2025-08-02,中部,佐藤花子,製品C,サブスク,4,19717,78868,Saturday,8,3
2025-08-02,近畿,中村愛,製品E,追加オプション,3,11504,34512,Saturday,8,3
2025-08-02,関東,山本大輔,製品C,サブスク,4,17861,71444,Saturday,8,3
2025-08-02,東北,山本大輔,製品E,追加オプション,5,12320,61600,Saturday,8,3
2025-08-02,関東,田中太郎,サービスY,保守,1,83756,83756,Saturday,8,3
2025-08-02,関東,中村愛,サービスY,保守,2,49359,98718,Saturday,8,3
2025-08-02,近畿,山本大輔,製品C,サブスク,5,15004,75020,Saturday,8,3
2025-08-02,近畿,高橋美咲,製品C,サブスク,1,23404,23404,Saturday,8,3
2025-08-02,九州,高橋美咲,製品C,サブスク,4,13872,55488,Saturday,8,3
2025-08-02,中国,山本大輔,製品D,単発,4,31500,126000,Saturday,8,3
2025-08-02,関東,佐藤花子,製品C,サブスク,5,25003,125015,Saturday,8,3
2025-08-02,東北,伊藤健太,製品D,単発,3,48026,144078,Saturday,8,3
2025-08-02,関東,高橋美咲,サービスX,保守,2,100169,200338,Saturday,8,3
2025-08-02,関東,中村愛,製品A,サブスク,2,27187,54374,Saturday,8,3
2025-08-02,近畿,佐藤花子,サービスY,保守,1,74002,74002,Saturday,8,3
2025-08-02,関東,伊藤健太,サービスY,保守,4,56133,224532,Saturday,8,3
2025-08-02,関東,田中太郎,サービスY,保守,5,66671,333355,Saturday,8,3
2025-08-02,中部,高橋美咲,製品A,サブスク,4,24456,97824,Saturday,8,3
2025-08-02,九州,高橋美咲,製品B,単発,2,38744,77488,Saturday,8,3
2025-08-02,関東,田中太郎,製品E,追加オプション,2,12053,24106,Saturday,8,3
2025-08-02,中部,田中太郎,製品A,サブスク,5,26680,133400,Saturday,8,3
2025-08-02,関東,渡辺さくら,製品B,単発,1,41544,41544,Saturday,8,3
2025-08-02,北海道,田中太郎,製品A,サブスク,3,30975,92925,Saturday,8,3
2025-08-02,関東,田中太郎,製品C,サブスク,2,14762,29524,Saturday,8,3
2025-08-03,北海道,中村愛,製品E,追加オプション,1,8781,8781,Sunday,8,3
2025-08-03,中部,佐藤花子,製品C,サブスク,1,22586,22586,Sunday,8,3
2025-08-03,関東,山本大輔,サービスY,保守,4,63412,253648,Sunday,8,3
2025-08-03,関東,渡辺さくら,製品C,サブスク,4,23255,93020,Sunday,8,3
2025-08-03,中部,中村愛,製品C,サブスク,2,21882,43764,Sunday,8,3
2025-08-03,関東,伊藤健太,製品C,サブスク,3,16161,48483,Sunday,8,3
2025-08-03,四国,伊藤健太,製品E,追加オプション,5,9033,45165,Sunday,8,3
2025-08-03,関東,鈴木一郎,製品B,単発,1,36581,36581,Sunday,8,3
2025-08-03,関東,佐藤花子,製品D,単発,2,45707,91414,Sunday,8,3
2025-08-03,近畿,田中太郎,製品A,サブスク,5,33653,168265,Sunday,8,3
2025-08-03,関東,鈴木一郎,製品C,サブスク,2,20454,40908,Sunday,8,3
2025-08-03,関東,田中太郎,サービスY,保守,4,58357,233428,Sunday,8,3
2025-08-03,近畿,鈴木一郎,製品B,単発,3,36930,110790,Sunday,8,3
2025-08-03,関東,高橋美咲,製品C,サブスク,2,19781,39562,Sunday,8,3
2025-08-03,関東,伊藤健太,サービスY,保守,4,52464,209856,Sunday,8,3
2025-08-03,関東,佐藤花子,サービスY,保守,3,81605,244815,Sunday,8,3
2025-08-03,関東,渡辺さくら,サービスX,保守,2,82799,165598,Sunday,8,3
2025-08-03,四国,鈴木一郎,製品C,サブスク,3,12373,37119,Sunday,8,3
2025-08-03,関東,佐藤花子,製品A,サブスク,5,29023,145115,Sunday,8,3
2025-08-03,北海道,中村愛,製品A,サブスク,5,23644,118220,Sunday,8,3
2025-08-03,北海道,渡辺さくら,製品E,追加オプション,2,11572,23144,Sunday,8,3
2025-08-04,近畿,渡辺さくら,製品B,単発,3,70949,212847,Monday,8,3
2025-08-04,東北,渡辺さくら,サービスY,保守,1,131161,131161,Monday,8,3
2025-08-04,中部,山本大輔,サービスX,保守,1,109697,109697,Monday,8,3
2025-08-04,東北,鈴木一郎,製品B,単発,4,67317,269268,Monday,8,3
2025-08-04,近畿,田中太郎,サービスY,保守,2,141972,283944,Monday,8,3
2025-08-04,近畿,渡辺さくら,製品A,サブスク,5,35391,176955,Monday,8,3
2025-08-04,関東,山本大輔,製品E,追加オプション,4,14335,57340,Monday,8,3
2025-08-04,中部,山本大輔,製品A,サブスク,5,32139,160695,Monday,8,3
2025-08-04,関東,高橋美咲,製品E,追加オプション,5,23784,118920,Monday,8,3
2025-08-04,中部,田中太郎,製品A,サブスク,2,46221,92442,Monday,8,3
2025-08-04,近畿,高橋美咲,製品D,単発,3,68682,206046,Monday,8,3
2025-08-04,近畿,佐藤花子,製品B,単発,1,69678,69678,Monday,8,3
2025-08-04,近畿,田中太郎,サービスY,保守,2,154821,309642,Monday,8,3
2025-08-04,中部,中村愛,製品E,追加オプション,3,30924,92772,Monday,8,3
2025-08-04,北海道,鈴木一郎,製品A,サブスク,1,33853,33853,Monday,8,3
2025-08-04,中部,渡辺さくら,製品E,追加オプション,2,26299,52598,Monday,8,3
2025-08-04,近畿,鈴木一郎,製品E,追加オプション,1,20436,20436,Monday,8,3
2025-08-04,近畿,鈴木一郎,製品C,サブスク,5,37660,188300,Monday,8,3
2025-08-04,四国,中村愛,製品B,単発,5,52234,261170,Monday,8,3
2025-08-04,九州,伊藤健太,サービスY,保守,1,110482,110482,Monday,8,3
2025-08-04,中国,高橋美咲,製品A,サブスク,1,49477,49477,Monday,8,3
2025-08-04,近畿,高橋美咲,サービスX,保守,4,202746,810984,Monday,8,3
2025-08-04,中部,田中太郎,製品A,サブスク,1,63138,63138,Monday,8,3
2025-08-04,中部,高橋美咲,製品C,サブスク,5,21908,109540,Monday,8,3
2025-08-04,関東,山本大輔,製品A,サブスク,3,37801,113403,Monday,8,3
2025-08-04,東北,伊藤健太,サービスY,保守,4,128338,513352,Monday,8,3
2025-08-04,近畿,鈴木一郎,製品E,追加オプション,5,24064,120320,Monday,8,3
2025-08-04,北海道,田中太郎,製品B,単発,5,70799,353995,Monday,8,3
2025-08-04,関東,鈴木一郎,製品C,サブスク,4,26553,106212,Monday,8,3
2025-08-04,近畿,田中太郎,製品B,単発,5,90038,450190,Monday,8,3
2025-08-04,近畿,佐藤花子,サービスY,保守,5,151629,758145,Monday,8,3
2025-08-04,関東,高橋美咲,製品A,サブスク,2,42577,85154,Monday,8,3
2025-08-04,東北,高橋美咲,製品E,追加オプション,1,22258,22258,Monday,8,3
2025-08-04,中部,中村愛,製品A,サブスク,5,42626,213130,Monday,8,3
2025-08-04,近畿,伊藤健太,製品A,サブスク,5,29465,147325,Monday,8,3
2025-08-04,九州,佐藤花子,サービスX,保守,5,149812,749060,Monday,8,3
2025-08-04,東北,高橋美咲,製品C,サブスク,3,21766,65298,Monday,8,3
2025-08-05,関東,山本大輔,製品D,単発,5,58151,290755,Tuesday,8,3
2025-08-05,北海道,渡辺さくら,製品A,サブスク,5,38485,192425,Tuesday,8,3
2025-08-05,関東,山本大輔,製品E,追加オプション,3,11961,35883,Tuesday,8,3
2025-08-05,関東,渡辺さくら,製品B,単発,1,64053,64053,Tuesday,8,3
2025-08-05,四国,山本大輔,サービスY,保守,1,110605,110605,Tuesday,8,3
2025-08-05,関東,佐藤花子,製品B,単発,2,72848,145696,Tuesday,8,3
2025-08-05,中部,鈴木一郎,サービスX,保守,2,105556,211112,Tuesday,8,3
2025-08-05,関東,高橋美咲,製品A,サブスク,1,34342,34342,Tuesday,8,3
2025-08-05,関東,佐藤花子,製品C,サブスク,2,41624,83248,Tuesday,8,3
2025-08-05,九州,佐藤花子,製品A,サブスク,1,36466,36466,Tuesday,8,3
2025-08-05,関東,佐藤花子,サービスX,保守,4,118637,474548,Tuesday,8,3
2025-08-05,北海道,田中太郎,製品D,単発,3,88285,264855,Tuesday,8,3
2025-08-05,北海道,田中太郎,サービスY,保守,1,109206,109206,Tuesday,8,3
2025-08-05,近畿,鈴木一郎,製品D,単発,4,68176,272704,Tuesday,8,3
2025-08-05,関東,佐藤花子,製品C,サブスク,5,37015,185075,Tuesday,8,3
2025-08-05,中部,渡辺さくら,製品E,追加オプション,5,16943,84715,Tuesday,8,3
2025-08-05,中部,山本大輔,サービスX,保守,4,92291,369164,Tuesday,8,3
2025-08-05,近畿,佐藤花子,製品E,追加オプション,4,21501,86004,Tuesday,8,3
2025-08-05,近畿,渡辺さくら,サービスX,保守,2,121166,242332,Tuesday,8,3
2025-08-05,北海道,山本大輔,製品D,単発,4,46274,185096,Tuesday,8,3
2025-08-05,中国,山本大輔,製品A,サブスク,1,28850,28850,Tuesday,8,3
2025-08-05,近畿,高橋美咲,製品D,単発,2,71170,142340,Tuesday,8,3
2025-08-05,関東,鈴木一郎,サービスY,保守,4,79672,318688,Tuesday,8,3
2025-08-05,東北,高橋美咲,製品E,追加オプション,3,15851,47553,Tuesday,8,3
2025-08-05,関東,中村愛,製品B,単発,2,73546,147092,Tuesday,8,3
2025-08-05,北海道,佐藤花子,サービスX,保守,5,126085,630425,Tuesday,8,3
2025-08-05,九州,佐藤花子,製品A,サブスク,1,32576,32576,Tuesday,8,3
2025-08-05,近畿,中村愛,製品C,サブスク,5,19661,98305,Tuesday,8,3
2025-08-05,近畿,高橋美咲,製品B,単発,3,57055,171165,Tuesday,8,3
2025-08-05,関東,中村愛,製品B,単発,5,66257,331285,Tuesday,8,3
2025-08-06,関東,山本大輔,製品E,追加オプション,5,14275,71375,Wednesday,8,3
2025-08-06,近畿,伊藤健太,サービスX,保守,4,156060,624240,Wednesday,8,3
2025-08-06,中部,鈴木一郎,製品A,サブスク,4,28535,114140,Wednesday,8,3
2025-08-06,北海道,中村愛,製品E,追加オプション,5,22948,114740,Wednesday,8,3
2025-08-06,中部,佐藤花子,製品A,サブスク,3,50701,152103,Wednesday,8,3
2025-08-06,近畿,伊藤健太,製品C,サブスク,4,31220,124880,Wednesday,8,3
2025-08-06,関東,中村愛,製品B,単発,2,60268,120536,Wednesday,8,3
2025-08-06,関東,中村愛,製品D,単発,3,68693,206079,Wednesday,8,3
2025-08-06,近畿,鈴木一郎,製品D,単発,5,83309,416545,Wednesday,8,3
2025-08-06,関東,伊藤健太,製品B,単発,5,63085,315425,Wednesday,8,3
2025-08-06,関東,佐藤花子,製品E,追加オプション,4,26513,106052,Wednesday,8,3
2025-08-06,中部,高橋美咲,サービスY,保守,3,130713,392139,Wednesday,8,3
2025-08-06,中部,佐藤花子,サービスX,保守,2,195942,391884,Wednesday,8,3
2025-08-06,中部,鈴木一郎,製品E,追加オプション,3,26728,80184,Wednesday,8,3
2025-08-06,関東,鈴木一郎,サービスY,保守,1,123312,123312,Wednesday,8,3
2025-08-06,関東,鈴木一郎,サービスX,保守,4,157536,630144,Wednesday,8,3
2025-08-06,東北,伊藤健太,製品B,単発,2,55159,110318,Wednesday,8,3
2025-08-06,四国,鈴木一郎,サービスX,保守,4,172189,688756,Wednesday,8,3
2025-08-06,関東,高橋美咲,製品E,追加オプション,4,26067,104268,Wednesday,8,3
2025-08-06,中部,伊藤健太,製品E,追加オプション,5,14522,72610,Wednesday,8,3
2025-08-06,関東,中村愛,サービスY,保守,4,79022,316088,Wednesday,8,3
2025-08-06,近畿,伊藤健太,製品A,サブスク,3,31996,95988,Wednesday,8,3
2025-08-06,関東,佐藤花子,製品D,単発,1,76688,76688,Wednesday,8,3
2025-08-06,北海道,渡辺さくら,製品E,追加オプション,5,22568,112840,Wednesday,8,3
2025-08-06,関東,高橋美咲,サービスY,保守,1,129887,129887,Wednesday,8,3
2025-08-06,近畿,田中太郎,製品C,サブスク,2,31848,63696,Wednesday,8,3
2025-08-06,四国,佐藤花子,サービスX,保守,3,153510,460530,Wednesday,8,3
2025-08-06,東北,田中太郎,サービスX,保守,4,192150,768600,Wednesday,8,3
2025-08-06,中部,高橋美咲,製品E,追加オプション,3,15605,46815,Wednesday,8,3
2025-08-06,中部,山本大輔,製品C,サブスク,4,23596,94384,Wednesday,8,3
2025-08-06,近畿,山本大輔,サービスY,保守,4,68769,275076,Wednesday,8,3
2025-08-06,近畿,中村愛,製品A,サブスク,5,37527,187635,Wednesday,8,3
2025-08-06,東北,中村愛,製品E,追加オプション,3,25648,76944,Wednesday,8,3
2025-08-06,中国,佐藤花子,サービスX,保守,3,206953,620859,Wednesday,8,3
2025-08-06,中国,鈴木一郎,製品C,サブスク,2,34804,69608,Wednesday,8,3
2025-08-06,関東,山本大輔,製品D,単発,3,68891,206673,Wednesday,8,3
2025-08-06,中部,田中太郎,製品A,サブスク,5,50611,253055,Wednesday,8,3
2025-08-07,中部,中村愛,製品E,追加オプション,3,20038,60114,Thursday,8,3
2025-08-07,北海道,佐藤花子,製品C,サブスク,4,39672,158688,Thursday,8,3
2025-08-07,関東,中村愛,製品B,単発,5,58292,291460,Thursday,8,3
2025-08-07,近畿,佐藤花子,製品D,単発,3,105881,317643,Thursday,8,3
2025-08-07,関東,田中太郎,製品C,サブスク,2,25407,50814,Thursday,8,3
2025-08-07,関東,中村愛,製品E,追加オプション,2,15475,30950,Thursday,8,3
2025-08-07,関東,佐藤花子,製品A,サブスク,3,38398,115194,Thursday,8,3
2025-08-07,北海道,佐藤花子,製品A,サブスク,2,40894,81788,Thursday,8,3
2025-08-07,東北,田中太郎,製品C,サブスク,1,33323,33323,Thursday,8,3
2025-08-07,九州,田中太郎,製品D,単発,2,91932,183864,Thursday,8,3
2025-08-07,関東,鈴木一郎,製品B,単発,4,59114,236456,Thursday,8,3
2025-08-07,近畿,佐藤花子,製品E,追加オプション,1,31854,31854,Thursday,8,3
2025-08-07,関東,田中太郎,製品E,追加オプション,5,18261,91305,Thursday,8,3
2025-08-07,東北,佐藤花子,製品E,追加オプション,1,25579,25579,Thursday,8,3
2025-08-07,近畿,佐藤花子,製品C,サブスク,5,28363,141815,Thursday,8,3
2025-08-07,中部,山本大輔,製品A,サブスク,3,24203,72609,Thursday,8,3
2025-08-07,中部,鈴木一郎,製品B,単発,5,64166,320830,Thursday,8,3
2025-08-07,中部,中村愛,製品C,サブスク,5,24124,120620,Thursday,8,3
2025-08-07,関東,田中太郎,サービスY,保守,4,154659,618636,Thursday,8,3
2025-08-07,近畿,佐藤花子,製品E,追加オプション,4,24807,99228,Thursday,8,3
2025-08-07,北海道,山本大輔,製品E,追加オプション,2,15377,30754,Thursday,8,3
2025-08-07,近畿,山本大輔,製品D,単発,1,74887,74887,Thursday,8,3
2025-08-07,近畿,渡辺さくら,製品C,サブスク,2,21680,43360,Thursday,8,3
2025-08-07,近畿,山本大輔,サービスY,保守,3,92043,276129,Thursday,8,3
2025-08-07,近畿,伊藤健太,製品C,サブスク,5,16980,84900,Thursday,8,3
2025-08-07,近畿,佐藤花子,製品E,追加オプション,5,17355,86775,Thursday,8,3
2025-08-07,関東,渡辺さくら,製品E,追加オプション,1,21428,21428,Thursday,8,3
2025-08-07,東北,山本大輔,サービスX,保守,4,118841,475364,Thursday,8,3
2025-08-07,関東,伊藤健太,製品C,サブスク,3,17599,52797,Thursday,8,3
2025-08-07,近畿,高橋美咲,サービスX,保守,1,186584,186584,Thursday,8,3
2025-08-07,関東,田中太郎,製品B,単発,4,86802,347208,Thursday,8,3
2025-08-07,北海道,鈴木一郎,製品A,サブスク,1,41764,41764,Thursday,8,3
2025-08-07,四国,中村愛,製品C,サブスク,4,22085,88340,Thursday,8,3
2025-08-07,四国,伊藤健太,製品B,単発,4,55802,223208,Thursday,8,3
2025-08-07,関東,渡辺さくら,製品A,サブスク,4,42045,168180,Thursday,8,3
2025-08-08,関東,鈴木一郎,製品E,追加オプション,3,27284,81852,Friday,8,3
2025-08-08,九州,山本大輔,製品B,単発,5,47834,239170,Friday,8,3
2025-08-08,中部,鈴木一郎,製品D,単発,1,81019,81019,Friday,8,3
2025-08-08,東北,中村愛,サービスX,保守,5,172586,862930,Friday,8,3
2025-08-08,中部,佐藤花子,サービスY,保守,1,183329,183329,Friday,8,3
2025-08-08,関東,中村愛,製品E,追加オプション,2,29824,59648,Friday,8,3
2025-08-08,九州,伊藤健太,製品B,単発,2,53907,107814,Friday,8,3
2025-08-08,近畿,山本大輔,製品E,追加オプション,2,21687,43374,Friday,8,3
2025-08-08,四国,伊藤健太,製品D,単発,1,77885,77885,Friday,8,3
2025-08-08,四国,山本大輔,製品D,単発,1,64403,64403,Friday,8,3
2025-08-08,近畿,高橋美咲,製品A,サブスク,3,49325,147975,Friday,8,3
